Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,24,1,28,0,0,1,38228,124,148,0
0,70,1,39,0,1,1,29353,154,81,0
1,49,1,24,1,1,0,29864,124,220,0
0,28,1,11,1,0,0,31196,152,170,0
0,25,1,33,1,0,0,21769,152,252,0
0,24,1,15,1,0,0,2630,152,184,0
1,41,1,14,0,1,1,26830,26,235,1
0,42,1,28,1,0,0,2630,999,71,0
0,23,1,35,1,0,0,30817,152,189,0
1,27,1,14,1,0,0,28793,152,184,0
1,43,1,0,0,1,1,2630,124,162,0
0,41,1,28,0,1,1,42291,124,141,0
1,26,1,8,1,0,0,50626,152,163,0
1,23,1,13,1,0,0,27567,26,100,0
0,38,1,24,0,1,1,40988,124,131,0
1,55,1,28,0,1,1,72963,26,89,0
1,26,1,2,1,0,0,30451,152,227,0
0,72,1,30,1,1,0,46767,124,83,0
1,55,1,28,0,1,1,33737,26,171,0
1,47,1,48,1,1,0,2630,999,191,0
1,42,1,28,0,1,1,2630,999,128,1
1,53,1,8,1,1,0,2630,152,289,0
0,52,1,29,0,2,1,36129,26,249,0
0,23,1,9,0,0,1,2630,152,68,0
1,44,1,8,1,1,0,36246,160,98,0
1,24,1,41,1,0,0,51985,152,79,0
0,23,1,12,0,0,0,2630,26,195,0
0,38,1,28,0,1,1,29204,122,233,0
0,22,1,6,1,0,0,25190,152,229,0
1,45,1,46,0,1,1,46101,999,212,0
1,47,1,36,1,1,0,46438,122,73,0
1,58,1,46,0,1,1,41628,999,149,0
0,72,1,26,0,1,1,40202,999,290,0
0,43,1,28,0,1,0,2630,156,276,0
0,25,1,6,1,0,0,22719,152,139,0
1,42,1,39,1,1,0,29347,26,34,0
1,26,1,14,1,0,0,16850,152,56,0
0,50,1,34,0,1,1,39970,124,32,1
1,80,1,47,0,1,1,42494,124,299,0
0,47,1,28,1,1,0,34786,152,51,0
0,22,1,14,1,0,0,32163,152,277,0
1,58,1,28,0,2,1,34189,26,16,1
1,25,1,28,1,0,0,29622,152,68,0
1,24,1,26,0,0,1,32419,152,95,0
0,71,1,3,0,1,1,32090,124,264,0
1,49,1,41,1,1,0,51737,124,11,0
0,42,1,28,0,1,1,51379,124,96,0
1,49,1,35,1,1,0,29312,124,81,0
0,35,1,35,1,1,0,30390,999,268,0
0,25,1,48,1,0,0,2630,152,150,0
1,28,1,28,0,0,1,2630,999,16,0
0,44,1,39,1,1,0,35605,26,116,0
1,37,1,28,0,1,1,40140,124,167,1
1,29,1,10,1,0,0,27171,152,197,0
0,69,1,28,0,1,1,57797,999,224,0
1,43,1,28,0,1,1,49040,124,277,0
0,22,1,40,1,0,0,31135,152,245,0
0,24,1,39,0,0,0,40958,152,101,0
1,38,1,29,0,1,1,2630,124,272,1
1,61,1,8,0,1,1,48902,124,113,0
1,23,1,28,1,0,1,28463,152,15,0
1,53,1,35,0,1,1,36492,999,69,0
0,24,1,46,1,0,0,29193,152,84,0
1,50,1,23,0,1,1,36528,154,27,0
1,45,1,8,0,1,1,2630,156,133,1
1,48,1,28,0,1,1,2630,999,21,1
0,23,1,3,0,0,1,30155,152,226,0
1,73,1,45,0,1,1,43204,152,35,0
1,61,1,8,1,1,0,30574,152,116,0
1,23,1,8,1,0,0,28907,152,84,0
1,75,1,8,1,1,0,38118,999,200,0
0,52,1,28,1,1,0,25832,26,181,0
0,32,1,50,1,1,0,2630,157,205,0
1,41,1,28,0,1,1,32026,124,155,0
1,23,1,8,0,0,1,27529,152,88,0
1,26,1,6,1,0,0,29334,152,145,0
1,60,1,28,0,1,1,40159,999,100,0
0,22,1,29,0,0,0,2630,156,28,0
0,25,1,8,1,0,0,21322,152,151,0
0,24,1,29,1,0,0,27078,152,143,0
1,28,1,50,1,0,0,28666,152,264,0
1,62,1,28,1,1,0,35395,999,140,0
0,23,1,2,0,0,1,34148,152,81,0
1,60,1,28,0,2,1,29878,26,213,1
0,23,1,8,1,0,0,39101,151,104,0
0,25,1,41,1,0,0,21917,152,276,0
1,43,1,8,0,1,1,41458,124,204,0
1,44,1,28,0,1,1,32543,26,61,0
0,35,1,46,1,1,0,2630,157,17,0
0,40,1,51,0,1,1,43844,124,268,0
1,30,1,33,1,0,0,27621,152,208,0
1,24,1,15,0,0,1,29313,151,132,0
0,21,1,37,0,0,1,37827,152,202,0
0,25,1,38,1,0,0,2630,152,193,0
0,22,1,46,1,0,0,33599,152,229,0
1,26,1,28,1,0,0,36639,152,276,0
1,54,1,28,1,1,0,45136,124,293,0
0,22,1,34,0,0,1,34174,152,270,1
1,21,1,18,1,1,0,35227,122,289,0
1,23,1,7,1,0,0,43607,152,13,0
0,24,1,28,1,0,0,31111,160,237,0
1,48,1,28,0,1,1,40206,124,185,0
0,35,1,37,1,1,0,32328,152,251,0
0,26,1,8,1,0,0,49609,152,136,0
0,68,1,29,0,1,1,44676,124,195,1
0,29,1,28,1,0,0,55558,152,294,0
1,42,1,35,0,1,1,2630,156,59,0
0,22,1,32,1,0,0,37367,152,228,0
1,59,1,48,0,1,1,2630,124,40,0
1,27,1,2,1,0,0,47695,152,126,0
1,52,1,46,0,1,1,30175,26,236,0
1,20,1,8,1,0,0,36389,160,25,0
0,32,1,18,0,1,1,32224,154,91,1
0,43,1,28,0,1,1,33601,124,30,0
1,58,1,49,1,1,0,30675,152,293,0
0,24,1,15,1,0,0,44062,152,224,0
1,25,1,28,1,0,0,37855,152,188,0
0,24,1,41,1,0,0,35445,152,145,0
1,30,1,30,0,1,1,27577,26,218,1
0,24,1,3,1,0,0,2630,152,30,0
0,27,1,35,1,0,0,2630,160,15,0
1,23,1,30,1,0,1,34697,152,55,0
1,33,1,9,0,0,1,31773,999,17,0
1,74,1,28,1,1,1,27292,26,110,0
1,38,1,27,0,1,1,24930,124,91,0
1,55,1,26,0,1,1,41859,999,90,0
1,41,1,28,1,1,0,29650,124,79,0
1,23,1,15,1,0,0,36063,152,100,0
1,58,1,8,1,1,0,32700,124,203,0
0,65,1,28,0,1,1,32758,26,254,0
1,32,1,33,0,1,1,37326,26,134,0
0,26,1,8,1,0,0,27804,152,168,0
1,66,1,47,0,2,1,33785,26,59,1
1,23,1,41,1,0,0,30393,152,291,0
1,41,1,28,0,1,1,28873,124,262,1
0,66,1,28,0,1,1,61862,122,120,1
1,62,1,41,0,2,1,52384,26,103,1
0,22,1,21,1,0,0,2630,160,218,0
1,41,1,48,0,1,1,2630,124,22,0
1,46,1,8,0,1,1,31739,124,235,0
0,75,1,8,1,1,0,45100,999,166,0
0,24,1,15,1,0,0,41306,152,148,0
1,28,1,32,1,0,0,37499,152,175,0
0,27,1,6,1,0,0,22534,152,130,0
0,55,1,28,0,1,1,36067,26,196,0
0,23,1,2,1,0,0,32099,152,17,0
0,23,1,41,0,0,1,22759,152,146,0
0,23,1,17,1,0,0,49365,152,48,0
1,77,1,28,0,1,1,32173,999,167,0
1,20,1,8,0,0,1,66500,160,150,0
1,53,1,7,1,1,0,60156,124,204,0
1,72,1,8,0,1,1,39471,124,160,0
1,29,1,28,1,1,0,51656,124,217,0
1,80,1,39,0,1,1,2630,124,217,0
0,25,1,37,1,0,0,30569,152,257,0
0,24,1,41,1,0,0,43644,152,124,0
1,22,1,28,1,0,0,35412,160,256,0
1,67,1,15,0,1,1,28123,122,78,0
0,21,1,32,1,0,0,38181,160,89,0
0,36,1,7,0,1,1,34158,124,176,0
0,29,1,36,0,1,0,25394,154,61,0
1,25,1,24,1,0,0,2630,160,284,0
1,51,1,8,1,1,0,31285,124,247,0
0,48,1,28,0,1,1,72963,26,250,0
0,39,1,36,0,1,1,31265,124,276,1
0,69,1,47,1,1,0,32196,999,147,0
1,57,1,28,0,1,0,30500,26,225,0
1,25,1,30,1,0,0,26324,152,224,0
0,22,1,8,0,0,1,30155,152,98,0
0,55,1,11,1,1,0,2630,999,298,0
1,21,1,30,1,0,0,27723,160,225,0
0,24,1,36,1,0,0,35577,152,102,0
1,61,1,38,1,1,0,34984,124,287,0
1,66,1,28,0,1,1,49977,26,284,0
1,25,1,13,1,0,1,32686,152,10,0
1,24,1,14,1,0,0,38631,152,92,0
1,43,1,28,0,1,1,36970,124,276,0
1,72,1,28,1,1,1,46485,26,267,0
0,33,1,15,1,0,0,29280,152,198,0
0,23,1,32,0,0,0,30415,152,216,0
0,26,1,10,1,0,0,22237,152,236,0
1,55,1,13,0,1,1,26747,26,139,0
1,23,1,12,1,0,0,20030,152,211,0
1,41,1,37,1,1,0,26304,152,58,0
1,34,1,45,1,1,0,42147,152,38,0
0,53,1,46,1,1,0,25854,999,38,0
1,32,1,24,1,0,1,2630,160,298,0
0,41,1,33,1,1,0,39679,124,22,0
1,20,1,47,0,0,1,30865,160,98,0
0,57,1,28,0,1,0,30737,999,123,0
1,56,1,36,0,1,1,2630,157,216,1
0,41,1,8,0,1,1,26779,124,65,0
0,22,1,11,1,0,0,42535,152,195,0
0,75,1,8,1,1,0,63194,124,31,0
0,64,1,22,0,1,1,2630,124,83,0
0,24,1,29,1,0,0,39413,152,251,0
0,26,1,36,0,0,1,42485,152,139,0
0,24,1,30,1,0,0,25512,152,206,0
0,28,1,35,1,0,0,28284,152,52,0
1,59,1,28,0,1,1,37568,26,262,0
0,21,1,46,1,0,0,31050,152,110,0
0,38,1,28,0,1,1,28000,124,13,1
1,30,1,8,1,0,0,29301,160,81,0
0,25,1,41,1,0,0,26931,152,218,0
0,50,1,28,0,1,1,40013,26,15,1
0,21,1,50,1,0,1,2630,160,241,0
1,57,1,8,0,1,1,54626,26,46,1
0,49,1,8,0,1,1,30446,999,290,1
1,55,1,28,1,1,0,2630,26,188,0
1,30,1,42,0,1,1,31418,124,295,0
0,40,1,18,1,1,0,2630,999,91,0
1,57,1,28,0,1,1,29340,999,228,0
0,37,1,41,0,1,0,27824,26,114,0
0,23,1,11,1,0,0,27260,152,99,0
0,35,1,30,0,1,1,33791,26,116,0
0,37,1,28,0,1,0,54164,26,191,0
0,31,1,35,1,0,0,21395,152,174,0
0,49,1,50,0,1,1,37324,999,187,0
0,36,1,46,0,1,1,35196,157,82,1
0,49,1,33,0,1,1,40798,124,91,1
1,25,1,3,1,0,0,36843,152,169,0
1,69,0,28,0,1,1,53062,122,74,0
0,73,1,18,0,1,1,18913,999,132,0
0,25,1,37,1,0,0,33106,152,193,0
1,21,1,30,0,0,1,37368,160,283,0
0,24,1,15,0,0,1,38184,152,40,0
1,59,1,15,0,1,0,2630,152,70,0
1,25,1,50,1,0,0,28135,152,182,0
1,24,1,29,1,0,0,20801,152,232,0
1,39,1,14,1,1,0,37935,26,140,0
0,33,1,31,1,0,0,2630,152,231,0
1,23,1,36,1,0,0,28030,152,225,0
0,29,1,13,1,0,0,2630,160,167,0
0,23,1,15,1,0,0,27098,152,198,0
1,65,1,48,0,1,1,2630,999,10,0
0,69,1,28,0,1,1,52187,26,77,0
1,25,1,30,0,0,1,27253,152,97,0
1,45,1,8,1,1,1,37866,999,187,0
1,23,1,25,1,0,0,25520,152,113,0
0,79,1,11,0,1,1,45691,26,180,0
1,29,1,11,0,0,1,29275,124,219,1
0,49,1,3,1,1,0,49813,124,126,0
0,33,1,41,1,0,0,52325,152,195,0
0,33,1,28,0,2,1,48092,122,281,1
0,21,1,8,0,0,1,24590,26,248,0
0,23,1,11,1,0,0,45573,152,181,0
1,51,1,46,0,1,0,25878,122,52,0
1,32,1,28,1,1,0,23051,124,125,0
1,38,1,9,0,1,0,24753,152,173,0
1,24,1,29,1,0,0,27855,152,263,0
0,50,1,41,0,1,1,36261,26,272,0
0,52,1,28,0,1,1,27297,160,165,0
0,23,1,17,0,0,1,41719,151,180,0
0,25,1,27,1,0,0,30209,152,284,0
1,28,1,29,1,0,0,35808,152,269,0
1,67,1,8,0,1,1,37997,160,157,0
0,62,1,50,0,1,1,43060,999,296,1
1,27,1,28,1,0,0,45845,151,251,0
1,43,1,30,0,1,1,28285,26,218,1
1,41,1,41,0,1,1,2630,26,27,0
1,24,1,28,0,1,1,44627,124,195,0
1,25,1,3,1,0,0,37597,152,154,0
1,25,1,18,1,0,0,30191,152,231,0
1,54,1,8,0,1,1,72963,122,23,0
1,43,1,11,1,1,1,34792,152,126,0
0,26,1,16,1,0,1,2630,152,143,0
1,50,1,28,1,1,0,43874,26,117,0
0,60,1,28,0,1,1,29093,124,250,0
1,49,1,11,1,1,0,27993,124,43,0
0,47,1,28,0,2,1,58864,124,77,0
0,25,1,18,1,0,0,17082,152,75,0
1,26,1,25,1,0,0,25215,152,189,0
1,31,1,28,0,0,1,2630,157,142,1
1,53,1,28,0,1,1,34143,124,225,0
0,34,1,28,1,1,0,2630,26,190,0
0,23,1,14,1,0,0,28377,152,281,0
1,52,1,8,0,1,1,34376,26,79,0
1,46,1,30,0,1,1,2630,156,184,0
0,65,1,28,1,1,0,43963,122,46,0
1,54,1,41,0,1,1,32828,26,114,0
1,26,1,28,0,1,1,29993,124,254,1
1,43,1,6,0,1,1,28267,154,294,0
0,30,1,28,1,0,0,40491,152,170,0
0,58,1,28,0,1,1,2630,26,206,1
1,53,1,28,1,1,0,40945,999,151,0
0,60,1,28,0,1,1,44392,999,55,0
0,56,1,34,0,1,1,33970,26,115,0
0,38,1,28,0,1,1,47609,26,267,1
1,31,1,37,1,0,0,31145,152,11,0
1,24,1,12,1,0,0,27858,152,29,0
1,22,1,34,0,0,1,33801,152,188,0
0,55,1,41,0,1,0,2630,124,149,0
0,23,1,46,1,0,0,24086,26,103,0
1,36,1,3,0,1,1,26194,154,236,1
0,26,1,41,1,0,1,2630,152,35,0
1,22,1,5,0,0,1,29190,152,61,0
0,79,1,28,0,1,1,53678,124,214,0
1,27,1,29,1,0,0,24510,152,136,0
1,25,1,15,0,0,0,26448,152,199,0
0,30,1,28,0,1,1,43344,156,42,0
0,27,1,30,1,0,0,2630,160,135,0
1,24,1,33,1,0,0,2630,152,193,0
1,44,1,28,0,1,1,34517,124,287,0
1,24,1,28,0,0,0,2630,152,299,0
1,22,1,46,0,0,0,22236,160,281,0
1,24,1,29,1,0,0,29539,152,22,0
1,40,1,28,0,1,1,46376,999,187,0
1,21,1,8,0,0,1,31427,160,149,0
1,51,1,28,0,1,1,37276,124,259,0
1,23,1,9,1,0,0,43591,152,50,0
0,28,1,8,1,0,0,38917,152,114,0
1,51,1,28,0,1,1,72963,26,287,1
1,21,1,35,0,0,1,29726,160,90,0
1,41,1,28,0,1,1,31979,124,233,1
0,24,1,41,1,0,0,30718,152,273,0
1,67,1,28,0,1,0,37709,124,163,0
1,27,1,36,1,0,0,27042,152,17,0
1,57,1,45,0,1,1,2630,26,102,0
0,25,1,13,0,0,1,31229,152,197,0
1,56,1,45,0,1,1,26986,26,80,1
1,26,1,45,1,0,0,25761,152,27,0
0,22,1,3,0,0,1,2630,124,252,0
0,26,1,43,1,0,0,2630,152,77,0
0,41,1,34,1,1,0,35099,26,228,0
0,22,1,37,1,0,1,34941,152,174,0
1,22,1,27,1,0,1,29117,152,48,0
1,53,1,14,0,1,1,24929,26,190,0
1,51,1,28,0,1,1,35589,26,92,1
1,36,1,19,0,1,1,2630,157,162,0
1,59,1,28,1,1,1,28390,26,298,0
0,28,1,18,1,0,0,23099,152,102,0
0,24,1,29,1,0,0,45347,152,15,0
0,27,1,6,1,0,0,22547,152,141,0
1,39,1,45,0,1,1,43172,157,195,0
1,62,1,8,1,1,1,38048,26,134,0
1,24,1,7,0,0,1,41757,160,165,0
1,30,1,36,1,0,0,31167,152,126,0
1,42,1,15,0,1,1,27338,154,121,0
0,50,1,14,1,1,0,26561,160,27,0
0,52,1,8,0,2,1,50899,26,156,1
0,70,1,8,0,1,0,31474,124,190,0
1,56,1,28,1,1,0,2630,122,236,0
0,24,1,29,1,0,0,47029,152,190,0
1,47,1,28,0,2,1,35159,124,236,1
1,24,1,9,1,0,0,48397,151,208,0
0,68,1,50,0,1,1,39580,999,210,0
1,24,1,10,0,0,1,34045,152,179,0
0,25,1,20,1,0,0,2630,160,110,0
1,21,1,30,1,0,1,42784,152,183,0
1,43,1,1,1,1,0,2630,124,134,0
0,26,1,41,1,0,0,43373,152,179,0
1,61,1,8,0,1,1,39855,124,112,0
1,67,1,28,1,1,0,41075,26,172,0
0,50,1,28,0,1,1,49341,122,27,1
1,50,1,28,0,1,1,56803,999,291,1
0,30,1,46,0,0,1,2630,156,198,0
0,21,1,6,1,0,0,21773,160,67,0
1,23,1,37,1,0,0,28482,152,64,0
0,22,1,25,1,0,0,31577,152,154,0
0,71,1,28,0,2,1,25143,999,257,0
1,25,1,36,1,0,0,31959,152,275,0
1,40,1,28,0,1,1,68067,124,272,0
1,21,1,17,0,0,1,38238,160,25,0
1,62,1,28,0,2,1,70022,26,265,1
0,36,1,28,0,1,1,38891,122,208,1
0,60,1,50,1,1,0,22406,999,80,0
0,27,1,13,1,0,0,14208,152,217,0
1,40,1,41,0,1,1,24854,124,176,0
1,20,1,28,0,0,1,32005,124,82,0
0,31,1,35,0,0,1,34614,152,205,1
1,24,1,2,1,0,1,38178,152,69,0
0,21,1,26,1,0,0,2630,152,250,0
0,29,1,36,1,0,0,30311,152,156,0
1,41,1,19,0,1,1,33313,26,10,1
1,58,1,28,0,1,1,72963,26,138,0
1,43,1,28,0,1,1,49701,124,162,1
0,20,1,8,0,0,1,35189,160,286,0
1,22,1,46,1,0,0,37091,152,50,0
0,47,1,28,1,1,0,29921,124,149,0
0,36,1,21,0,1,1,42867,156,254,0
0,21,1,36,1,0,0,43088,160,172,0
1,46,1,28,0,1,0,43886,999,278,0
0,26,1,46,1,0,0,43409,152,119,0
0,28,1,14,1,0,0,32360,152,270,0
1,57,1,2,1,1,1,38072,26,162,0
1,54,1,28,0,1,1,42310,124,193,1
0,22,1,30,1,0,0,29525,152,247,0
0,21,1,17,0,0,1,2630,160,177,0
1,45,1,8,0,1,1,34076,999,199,1
0,23,1,47,1,0,0,2630,26,153,0
1,60,1,29,0,1,1,33410,999,92,0
0,30,1,30,0,1,1,28367,124,138,0
1,29,1,46,1,0,0,25853,160,171,0
1,28,1,6,1,0,0,21473,152,39,0
1,47,1,28,0,1,1,28933,154,140,1
0,53,1,48,1,1,0,2630,26,280,0
1,70,1,26,1,1,0,32569,999,277,0
0,44,1,28,0,1,1,67899,999,61,0
0,25,1,28,1,0,0,55230,152,210,0
1,25,1,10,1,0,0,42803,152,141,0
1,36,1,28,1,1,0,29657,152,95,0
1,61,1,43,1,1,1,26673,999,259,0
0,31,1,28,0,0,1,2630,26,229,1
1,26,1,15,1,0,0,26798,152,275,0
1,33,1,6,1,0,0,36042,152,74,0
1,22,1,25,1,0,0,27045,152,124,0
0,25,1,2,0,0,1,33165,152,162,0
0,37,1,41,0,1,1,2630,124,136,0
1,22,1,14,1,0,0,41889,152,82,0
0,65,1,28,0,1,1,33664,124,198,0
0,47,1,28,0,1,1,72963,26,141,1
0,80,1,50,0,2,1,27614,122,178,0
1,29,1,3,1,0,0,26072,152,215,0
0,60,1,28,1,1,0,54905,124,23,0
0,34,1,3,0,1,1,2630,124,189,0
0,21,1,28,1,0,0,29435,152,278,0
1,43,1,28,1,1,0,24878,124,169,0
1,25,1,28,1,0,0,50660,152,127,0
1,25,1,29,1,0,0,35537,152,248,0
0,36,1,39,0,1,1,2630,156,219,0
1,60,1,28,0,1,1,61110,999,204,0
1,23,1,12,1,0,0,21453,152,27,0
1,37,1,28,1,1,0,24445,124,64,0
1,54,1,47,1,1,1,36168,26,70,0
1,42,1,28,0,1,1,37823,124,201,1
0,25,1,36,1,0,0,2630,152,49,0
0,22,1,4,0,0,1,25004,152,202,0
1,25,1,27,1,0,0,2630,26,163,0
0,24,1,8,1,0,0,72963,152,49,0
1,34,1,39,0,1,1,2630,156,155,0
0,23,1,36,1,0,0,29873,152,276,0
1,24,1,22,1,0,0,26940,152,176,0
1,41,1,8,0,1,1,34015,999,222,0
0,27,1,41,1,0,0,29036,152,126,0
1,56,1,28,0,1,0,44611,26,211,0
0,67,1,47,0,1,1,29961,26,93,0
0,27,1,45,0,0,1,19782,152,120,0
1,46,1,28,0,1,1,38576,999,183,0
1,55,1,14,0,1,1,52654,124,11,0
1,21,1,41,1,0,0,29382,999,204,0
0,27,1,29,0,0,1,2630,160,48,1
1,52,1,28,0,1,1,41494,26,60,0
0,41,1,29,0,2,1,36099,124,133,1
1,47,1,33,1,1,0,35153,26,203,0
1,30,1,41,1,0,0,26870,152,193,0
1,61,1,11,0,1,1,27370,26,199,0
1,23,1,30,1,0,0,20013,152,257,0
0,49,1,28,0,1,0,41541,124,188,0
1,46,1,47,0,1,1,37791,124,158,0
1,42,1,9,0,1,1,2630,156,128,1
1,38,1,28,1,1,0,51655,26,286,0
0,24,1,29,1,0,0,40339,152,228,0
1,47,1,28,0,1,1,33162,26,258,1
1,43,1,46,0,1,1,39119,26,23,0
1,50,1,46,1,1,0,30209,999,157,0
1,76,1,28,1,1,0,2630,26,131,0
1,33,1,8,1,0,0,44637,124,69,0
1,62,1,28,0,1,1,49707,26,128,0
0,50,1,8,0,1,1,2630,26,127,0
0,42,1,11,0,1,1,2630,124,204,0
1,71,1,36,1,1,0,44327,26,91,0
1,49,1,28,0,1,1,48202,26,228,1
0,27,1,13,1,0,0,28209,152,150,0
0,47,1,8,1,1,1,33636,999,13,0
1,49,1,33,1,1,0,47579,124,260,0
1,25,1,28,1,0,0,26298,152,262,0
1,53,1,48,1,1,0,2630,124,148,0
0,24,1,16,1,0,0,34471,152,299,0
1,23,1,30,1,0,0,35241,152,65,0
1,51,1,8,0,1,1,33559,26,227,0
1,28,1,28,0,1,1,29771,999,256,0
0,52,1,7,1,1,0,33412,124,195,0
1,72,1,46,1,1,0,30294,26,25,0
1,36,1,31,1,1,0,2630,124,24,0
1,41,1,41,1,1,0,42772,999,108,0
1,22,1,47,1,0,0,34870,152,99,0
0,22,1,28,0,0,1,27259,26,19,0
0,42,1,50,1,1,1,34982,124,121,0
0,24,1,28,1,0,0,70074,152,85,0
0,48,1,5,0,1,1,28046,26,90,0
1,28,1,11,0,0,1,27091,152,87,0
1,71,1,28,0,1,1,45468,26,69,0
1,39,1,37,1,1,0,29966,124,60,0
0,45,1,28,0,1,1,27955,124,196,0
0,77,1,28,0,1,1,43043,124,138,1
1,39,1,28,0,1,1,38677,124,144,0
0,24,1,50,0,0,0,44863,152,232,0
0,56,1,4,0,1,1,28893,124,174,1
1,23,1,32,0,0,1,29244,160,184,0
1,60,1,28,0,2,1,46186,26,170,0
1,45,1,29,0,1,1,37389,26,73,0
0,45,1,28,0,1,1,25660,26,111,0
0,30,1,28,1,0,0,36076,152,137,0
1,24,1,28,1,0,0,56871,152,86,0
1,21,1,47,1,0,0,34447,152,226,0
1,41,1,46,0,1,1,36686,122,174,0
0,76,1,48,1,1,0,2630,999,125,0
1,27,1,30,1,0,0,32568,152,135,0
1,21,1,27,0,0,1,2630,160,181,0
1,40,1,28,0,1,1,31952,124,139,0
1,41,1,41,1,1,0,28148,999,162,0
1,51,1,28,0,1,1,49745,26,141,0
0,23,1,43,1,0,0,2630,160,162,0
1,22,1,13,0,0,1,2630,160,39,0
1,40,1,0,0,1,1,2630,999,151,0
1,52,1,8,0,1,1,37874,26,56,0
0,67,1,15,0,1,1,2630,160,123,0
0,77,1,28,1,1,0,41276,999,280,0
1,73,1,28,0,1,1,68621,26,296,1
0,59,1,28,1,1,0,45416,124,78,0
0,69,1,33,0,2,1,39730,26,142,0
0,24,1,28,1,0,0,38015,152,141,0
0,31,1,28,0,0,1,46476,152,120,0
0,20,1,50,0,0,1,44749,160,203,0
0,22,1,3,1,0,0,33907,152,177,0
1,56,1,35,0,1,1,32554,26,123,0
0,23,1,29,1,0,0,20111,152,231,0
0,52,1,28,0,1,1,56292,26,178,0
0,41,1,4,0,2,1,2630,156,248,1
1,64,1,28,1,1,0,28742,26,210,0
0,40,1,35,0,1,1,21315,160,240,0
0,66,1,28,1,1,0,67396,124,255,0
1,27,1,28,1,1,0,47427,26,20,0
1,25,1,28,0,0,1,40697,26,119,0
0,22,1,28,0,0,1,2630,124,150,0
1,21,1,2,0,0,0,2630,160,280,0
1,29,1,50,1,0,0,38369,152,90,0
1,29,1,28,1,0,0,33647,152,162,0
1,24,1,8,0,0,1,30430,152,49,1
1,53,1,26,0,1,1,2630,26,28,0
0,39,1,28,0,2,1,33522,26,31,0
0,53,1,43,1,1,1,27776,124,233,0
0,47,1,8,0,1,1,48173,124,227,0
1,25,1,31,0,0,1,2630,124,34,0
1,24,1,11,0,0,0,26787,152,43,1
1,22,1,28,1,0,0,45185,152,78,0
0,56,1,42,0,1,1,33953,26,20,0
1,55,1,47,0,1,1,32246,26,77,0
1,50,1,8,1,1,1,2630,156,42,0
0,26,1,37,1,0,0,34707,152,34,0
0,43,1,28,1,1,0,45295,124,109,0
0,44,1,29,0,1,1,31114,124,48,1
1,48,1,28,0,2,1,29170,26,88,1
0,22,1,29,0,0,1,52613,160,29,0
0,25,1,8,1,0,0,28958,152,112,0
1,23,1,11,1,0,0,41859,152,237,0
1,31,1,8,1,0,0,45476,152,113,0
1,22,1,27,0,0,1,31473,152,289,0
1,44,1,50,1,1,0,46543,999,208,0
0,56,1,28,1,1,0,2630,26,229,0
1,58,1,28,0,1,1,36012,122,297,0
1,49,1,28,0,2,1,47923,122,211,0
1,55,1,30,0,1,1,30032,124,26,1
0,23,1,39,0,0,1,22173,151,40,0
1,23,1,13,1,0,0,2630,26,232,0
0,50,1,29,1,1,0,30583,999,79,0
1,29,1,16,0,0,1,30801,152,269,0
0,59,1,48,0,1,1,2630,124,67,0
1,24,1,42,0,0,1,27827,152,166,0
1,32,1,28,0,0,1,68460,124,27,0
0,21,1,46,0,0,0,29756,160,38,0
0,22,1,7,0,0,1,38663,163,291,0
1,21,1,46,1,0,0,28180,160,140,0
0,20,1,33,1,0,0,2630,160,185,0
1,21,1,36,0,0,1,50104,160,244,0
0,68,1,28,1,1,0,29129,26,133,0
0,22,1,46,1,0,0,35291,152,127,0
1,46,1,15,1,1,0,24296,152,227,0
1,21,1,6,1,0,0,37164,152,245,0
1,71,1,28,0,1,1,49594,124,191,0
1,48,1,35,1,1,0,24344,26,22,0
0,64,1,28,0,1,1,38698,122,269,0
1,23,1,46,1,0,0,21218,152,139,0
0,62,1,28,0,1,1,53489,26,122,0
1,48,1,11,0,1,1,30915,124,110,0
0,49,1,28,0,1,1,43245,26,266,0
0,42,1,33,1,1,0,2630,124,257,0
1,40,1,12,1,1,1,30748,124,207,0
0,25,1,21,0,0,1,27458,152,112,0
1,71,1,28,0,1,1,41572,999,61,1
1,56,1,28,1,1,0,29930,26,191,0
0,44,1,28,0,1,1,38962,124,240,1
1,26,1,10,1,0,0,32422,152,238,0
1,32,1,41,1,0,0,27573,152,269,0
1,41,1,28,0,1,1,33012,124,41,0
0,62,1,28,0,2,1,33981,154,69,0
0,60,1,28,0,2,1,48945,122,258,0
1,47,1,48,0,2,1,2630,999,27,0
1,77,1,28,0,1,0,38248,124,155,0
1,52,1,8,0,2,1,2630,124,271,0
0,24,1,25,0,0,1,23320,152,48,0
1,23,1,45,0,0,1,23841,156,46,0
1,24,1,8,0,0,1,53367,160,299,0
0,51,1,28,1,1,0,38565,26,216,0
0,25,1,44,1,0,0,2630,152,72,0
1,28,1,8,1,1,0,42996,124,272,0
1,22,1,15,1,0,0,31536,152,10,0
0,49,1,8,1,1,0,41705,26,254,0
0,28,1,30,1,0,0,20893,152,222,0
0,35,1,35,1,1,0,2630,124,77,0
0,22,1,22,1,0,0,31692,152,231,0
1,59,1,41,0,2,1,69397,26,71,1
1,45,1,28,1,1,1,67465,26,188,0
1,59,1,48,1,1,1,2630,124,257,0
0,23,1,14,1,0,0,44841,152,121,0
